degree_of_automation,onet_code,occupation,year
58,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2019
57,43-4011.00,Brokerage Clerks,2019
57,51-6011.00,Laundry and Dry-Cleaning Workers,2019
57,51-8021.00,Stationary Engineers and Boiler Operators Green Occupation,2019
56,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2019
56,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",2019
56,13-1032.00,"Insurance Appraisers, Auto Damage",2019
56,51-9151.00,Photographic Process Workers and Processing Machine Operators,2019
55,13-2011.01,Accountants Bright Outlook,2019
55,51-8092.00,Gas Plant Operators,2019
55,29-2011.03,Histotechnologists and Histologic Technicians Bright Outlook,2019
55,13-1031.02,"Insurance Adjusters, Examiners, and Investigators",2019
55,11-9111.00,Medical and Health Services Managers Bright Outlook,2019
55,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2019
55,51-9083.00,Ophthalmic Laboratory Technicians Bright Outlook,2019
55,51-9197.00,Tire Builders,2019
54,13-2072.00,Loan Officers Bright Outlook,2019
54,39-3021.00,Motion Picture Projectionists,2019
54,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2019
53,53-6011.00,Bridge and Lock Tenders,2019
53,51-3093.00,Food Cooking Machine Operators and Tenders,2019
53,41-2012.00,Gaming Change Persons and Booth Cashiers,2019
53,43-9041.02,Insurance Policy Processing Clerks Bright Outlook,2019
53,29-2012.00,Medical and Clinical Laboratory Technicians Bright Outlook,2019
53,51-8013.00,Power Plant Operators Green Occupation,2019
52,43-4041.02,Credit Checkers,2019
52,51-5111.00,Prepress Technicians and Workers,2019
52,53-7081.00,Refuse and Recyclable Material Collectors Bright Outlook Green Occupation,2019
52,41-9041.00,Telemarketers,2019
51,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic Green Occupation",2019
51,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",2019
51,43-4031.03,License Clerks,2019
51,51-8011.00,Nuclear Power Reactor Operators Green Occupation,2019
51,43-3051.00,Payroll and Timekeeping Clerks,2019
51,11-3061.00,Purchasing Managers,2019
51,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,2019
51,23-2093.00,"Title Examiners, Abstractors, and Searchers",2019
50,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,2019
50,53-7031.00,Dredge Operators,2019
50,15-1199.04,Geospatial Information Scientists and Technologists Green Occupation,2019
50,13-1071.00,Human Resources Specialists,2019
50,53-7072.00,"Pump Operators, Except Wellhead Pumpers Bright Outlook",2019
50,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard Bright Outlook",2019
50,11-3031.01,Treasurers and Controllers Bright Outlook,2019
50,51-8031.00,Water and Wastewater Treatment Plant and System Operators,2019
49,43-9111.01,Bioinformatics Technicians,2019
49,13-1021.00,"Buyers and Purchasing Agents, Farm Products Green Occupation",2019
49,15-1199.12,Document Management Specialists,2019
49,13-2061.00,Financial Examiners Bright Outlook,2019
49,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",2019
49,33-3021.06,Intelligence Analysts,2019
49,23-1023.00,"Judges, Magistrate Judges, and Magistrates",2019
49,43-4131.00,Loan Interviewers and Clerks Bright Outlook,2019
49,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",2019
49,31-9092.00,Medical Assistants Bright Outlook,2019
49,43-4141.00,New Accounts Clerks,2019
49,13-2082.00,Tax Preparers Bright Outlook,2019
49,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2019
49,53-7073.00,Wellhead Pumpers Bright Outlook,2019
48,13-2011.02,Auditors Bright Outlook,2019
48,51-8099.03,Biomass Plant Technicians Green Occupation,2019
48,13-2031.00,Budget Analysts,2019
48,15-1143.00,Computer Network Architects,2019
48,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",2019
48,15-1141.00,Database Administrators Bright Outlook,2019
48,51-3092.00,Food Batchmakers,2019
48,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2019
48,13-1081.02,Logistics Analysts Green Occupation,2019
48,51-4051.00,Metal-Refining Furnace Operators and Tenders,2019
48,47-5042.00,Mine Cutting and Channeling Machine Operators,2019
48,29-1124.00,Radiation Therapists Bright Outlook,2019
47,19-2021.00,Atmospheric and Space Scientists Bright Outlook Green Occupation,2019
47,43-3011.00,Bill and Account Collectors,2019
47,27-4012.00,Broadcast Technicians,2019
47,51-9011.00,Chemical Equipment Operators and Tenders Green Occupation,2019
47,43-9011.00,Computer Operators,2019
47,43-4031.01,Court Clerks,2019
47,43-4041.01,Credit Authorizers,2019
47,51-4071.00,Foundry Mold and Coremakers,2019
47,43-5011.01,Freight Forwarders Bright Outlook Green Occupation,2019
47,43-3041.00,Gaming Cage Workers,2019
47,13-2053.00,Insurance Underwriters,2019
47,11-9081.00,Lodging Managers,2019
47,11-3071.03,Logistics Managers Green Occupation,2019
47,53-7063.00,Machine Feeders and Offbearers,2019
47,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",2019
47,13-2052.00,Personal Financial Advisors Bright Outlook Green Occupation,2019
47,31-9095.00,Pharmacy Aides,2019
47,43-4171.00,Receptionists and Information Clerks Bright Outlook,2019
47,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",2019
46,51-9191.00,Adhesive Bonding Machine Operators and Tenders,2019
46,17-2041.00,Chemical Engineers Green Occupation,2019
46,15-1121.00,Computer Systems Analysts,2019
46,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",2019
46,43-4051.00,Customer Service Representatives Bright Outlook Green Occupation,2019
46,43-9021.00,Data Entry Keyers,2019
46,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment Green Occupation",2019
46,11-9013.02,Farm and Ranch Managers Green Occupation,2019
46,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",2019
46,47-3016.00,Helpers--Roofers Bright Outlook,2019
46,13-1081.00,Logisticians,2019
46,31-9094.00,Medical Transcriptionists,2019
46,51-5112.00,Printing Press Operators,2019
46,41-3031.03,Securities and Commodities Traders Green Occupation,2019
46,51-9141.00,Semiconductor Processors,2019
46,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",2019
45,19-1011.00,Animal Scientists,2019
45,11-3111.00,Compensation and Benefits Managers,2019
45,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio Bright Outlook",2019
45,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance Green Occupation",2019
45,53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",2019
45,15-1199.05,Geographic Information Systems Technicians Green Occupation,2019
45,15-1121.01,Informatics Nurse Specialists,2019
45,25-4021.00,Librarians,2019
45,17-3029.12,Nanotechnology Engineering Technicians Green Occupation,2019
45,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators Bright Outlook",2019
45,43-3061.00,Procurement Clerks,2019
45,27-3011.00,Radio and Television Announcers,2019
45,29-2099.06,Radiologic Technicians Bright Outlook,2019
44,13-2021.02,"Appraisers, Real Estate Bright Outlook",2019
44,17-3022.00,Civil Engineering Technicians,2019
44,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic Green Occupation",2019
44,17-3012.02,Electrical Drafters,2019
44,17-3029.03,Electromechanical Engineering Technologists Green Occupation,2019
44,17-3012.01,Electronic Drafters,2019
44,43-4061.00,"Eligibility Interviewers, Government Programs",2019
44,45-3011.00,Fishers and Related Fishing Workers Bright Outlook,2019
44,19-1012.00,Food Scientists and Technologists,2019
44,39-3012.00,Gaming and Sports Book Writers and Runners,2019
44,53-7071.00,Gas Compressor and Gas Pumping Station Operators,2019
44,17-1022.01,Geodetic Surveyors Bright Outlook,2019
44,19-4041.01,Geophysical Data Technicians Bright Outlook Green Occupation,2019
44,49-9099.01,Geothermal Technicians Green Occupation,2019
44,41-3021.00,Insurance Sales Agents Bright Outlook,2019
44,17-3029.06,Manufacturing Engineering Technologists Green Occupation,2019
44,15-2091.00,Mathematical Technicians,2019
44,41-3031.02,"Sales Agents, Financial Services",2019
44,53-4041.00,Subway and Streetcar Operators,2019
44,17-1022.00,Surveyors Bright Outlook,2019
43,19-4031.00,Chemical Technicians Green Occupation,2019
43,27-1021.00,Commercial and Industrial Designers Green Occupation,2019
43,13-2071.00,Credit Counselors Bright Outlook,2019
43,29-2011.01,Cytogenetic Technologists Bright Outlook,2019
43,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2019
43,49-9041.00,Industrial Machinery Mechanics Green Occupation,2019
43,17-3029.09,Manufacturing Production Technicians Green Occupation,2019
43,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders Green Occupation",2019
43,51-9195.07,Molding and Casting Workers,2019
43,29-1041.00,Optometrists Bright Outlook,2019
43,51-4052.00,"Pourers and Casters, Metal",2019
43,51-5113.00,Print Binding and Finishing Workers,2019
43,41-9021.00,Real Estate Brokers,2019
43,19-2099.01,Remote Sensing Scientists and Technologists Green Occupation,2019
43,17-2199.08,Robotics Engineers Green Occupation,2019
43,43-2011.00,"Switchboard Operators, Including Answering Service",2019
43,15-1199.03,Web Administrators,2019
42,17-1021.00,Cartographers and Photogrammetrists Bright Outlook,2019
42,11-1011.00,Chief Executives,2019
42,15-1199.02,Computer Systems Engineers/Architects,2019
42,29-2011.02,Cytotechnologists Bright Outlook,2019
42,45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers Green Occupation,2019
42,25-4031.00,Library Technicians,2019
42,17-3031.02,Mapping Technicians Bright Outlook,2019
42,13-1199.06,Online Merchants Bright Outlook,2019
42,31-1015.00,Orderlies,2019
42,29-2052.00,Pharmacy Technicians Bright Outlook,2019
42,51-8012.00,Power Distributors and Dispatchers Green Occupation,2019
42,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",2019
42,11-3071.02,Storage and Distribution Managers Green Occupation,2019
41,35-3022.01,Baristas Bright Outlook,2019
41,47-2011.00,Boilermakers Green Occupation,2019
41,15-1151.00,Computer User Support Specialists Bright Outlook,2019
41,53-7011.00,Conveyor Operators and Tenders,2019
41,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",2019
41,51-9198.00,Helpers--Production Workers Bright Outlook,2019
41,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2019
41,29-2035.00,Magnetic Resonance Imaging Technologists Bright Outlook,2019
41,43-5041.00,"Meter Readers, Utilities",2019
41,43-4151.00,Order Clerks,2019
41,29-1051.00,Pharmacists,2019
41,11-9131.00,Postmasters and Mail Superintendents,2019
41,43-3021.01,Statement Clerks Bright Outlook,2019
41,43-9111.00,Statistical Assistants,2019
41,33-9093.00,Transportation Security Screeners,2019
40,45-2091.00,Agricultural Equipment Operators,2019
40,15-1199.06,Database Architects,2019
40,43-9031.00,Desktop Publishers,2019
40,31-9099.02,Endoscopy Technicians Bright Outlook,2019
40,19-4041.02,Geological Sample Test Technicians Bright Outlook Green Occupation,2019
40,53-7041.00,Hoist and Winch Operators,2019
40,43-4111.00,"Interviewers, Except Eligibility and Loan",2019
40,49-9043.00,"Maintenance Workers, Machinery",2019
40,29-2071.00,Medical Records and Health Information Technicians Bright Outlook,2019
40,15-1142.00,Network and Computer Systems Administrators,2019
40,53-6021.00,Parking Lot Attendants,2019
40,43-5061.00,"Production, Planning, and Expediting Clerks Green Occupation",2019
40,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive Bright Outlook",2019
40,47-4091.00,Segmental Pavers Bright Outlook,2019
40,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",2019
40,39-7012.00,Travel Guides,2019
39,53-1011.00,Aircraft Cargo Handling Supervisors,2019
39,13-2021.01,Assessors Bright Outlook,2019
39,17-2199.01,Biochemical Engineers Green Occupation,2019
39,11-3021.00,Computer and Information Systems Managers Bright Outlook,2019
39,51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic Bright Outlook",2019
39,11-3031.02,"Financial Managers, Branch or Department Bright Outlook",2019
39,45-1011.05,First-Line Supervisors of Logging Workers Green Occupation,2019
39,51-1011.00,First-Line Supervisors of Production and Operating Workers Green Occupation,2019
39,51-9071.06,Gem and Diamond Workers,2019
39,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2019
39,51-8099.04,Hydroelectric Plant Technicians Green Occupation,2019
39,13-1081.01,Logistics Engineers Green Occupation,2019
39,17-2199.04,Manufacturing Engineers Green Occupation,2019
39,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2019
39,17-3029.11,Nanotechnology Engineering Technologists Green Occupation,2019
39,29-2057.00,Ophthalmic Medical Technicians Bright Outlook,2019
39,29-2099.05,Ophthalmic Medical Technologists Bright Outlook,2019
39,43-5081.04,"Order Fillers, Wholesale and Retail Sales Bright Outlook",2019
39,51-9111.00,Packaging and Filling Machine Operators and Tenders,2019
39,17-3029.08,Photonics Technicians Green Occupation,2019
39,43-5051.00,Postal Service Clerks,2019
39,51-6021.00,"Pressers, Textile, Garment, and Related Materials",2019
39,11-9141.00,"Property, Real Estate, and Community Association Managers Bright Outlook",2019
39,19-1031.02,Range Managers,2019
39,11-9199.07,Security Managers,2019
39,15-1199.01,Software Quality Assurance Engineers and Testers,2019
39,53-7121.00,"Tank Car, Truck, and Ship Loaders",2019
39,15-1143.01,Telecommunications Engineering Specialists,2019
39,53-6041.00,Traffic Technicians,2019
39,11-9199.09,Wind Energy Operations Managers Green Occupation,2019
38,15-2011.00,Actuaries Bright Outlook,2019
38,51-3011.00,Bakers,2019
38,15-2041.02,Clinical Data Managers Bright Outlook,2019
38,33-3031.00,Fish and Game Wardens Green Occupation,2019
38,11-3051.06,Hydroelectric Production Managers Green Occupation,2019
38,13-1041.02,Licensing Examiners and Inspectors,2019
38,43-4031.02,Municipal Clerks,2019
38,33-3041.00,Parking Enforcement Workers,2019
38,29-2034.00,Radiologic Technologists Bright Outlook,2019
38,13-2099.02,Risk Management Specialists Bright Outlook Green Occupation,2019
38,41-3031.01,"Sales Agents, Securities and Commodities",2019
38,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",2019
38,15-1199.10,Search Marketing Strategists,2019
38,11-9199.04,Supply Chain Managers Green Occupation,2019
38,17-3031.01,Surveying Technicians Bright Outlook,2019
37,29-1141.01,Acute Care Nurses Bright Outlook,2019
37,47-2051.00,Cement Masons and Concrete Finishers Bright Outlook Green Occupation,2019
37,19-2031.00,Chemists Green Occupation,2019
37,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",2019
37,41-2021.00,Counter and Rental Clerks,2019
37,13-2041.00,Credit Analysts,2019
37,29-1062.00,Family and General Practitioners Bright Outlook,2019
37,35-2021.00,Food Preparation Workers Bright Outlook,2019
37,13-2099.04,"Fraud Examiners, Investigators and Analysts Bright Outlook",2019
37,11-3051.02,Geothermal Production Managers Green Occupation,2019
37,51-9022.00,"Grinding and Polishing Workers, Hand",2019
37,53-7051.00,Industrial Truck and Tractor Operators Green Occupation,2019
37,11-9199.03,Investment Fund Managers,2019
37,37-3011.00,Landscaping and Groundskeeping Workers Bright Outlook,2019
37,29-2033.00,Nuclear Medicine Technologists Bright Outlook,2019
37,19-4099.02,Precision Agriculture Technicians Bright Outlook Green Occupation,2019
36,17-1011.00,"Architects, Except Landscape and Naval Green Occupation",2019
36,25-4011.00,Archivists Bright Outlook,2019
36,51-3021.00,Butchers and Meat Cutters,2019
36,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2019
36,17-2061.00,Computer Hardware Engineers,2019
36,43-4021.00,Correspondence Clerks,2019
36,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers Bright Outlook,2019
36,11-9051.00,Food Service Managers,2019
36,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",2019
36,13-2071.01,Loan Counselors Bright Outlook,2019
36,43-6013.00,Medical Secretaries Bright Outlook,2019
36,19-1022.00,Microbiologists,2019
36,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2019
36,29-1069.05,Nuclear Medicine Physicians Bright Outlook,2019
36,31-1014.00,Nursing Assistants Bright Outlook,2019
36,43-9071.00,"Office Machine Operators, Except Computer",2019
36,51-9123.00,"Painting, Coating, and Decorating Workers",2019
36,43-5052.00,Postal Service Mail Carriers,2019
36,27-2012.03,Program Directors Bright Outlook,2019
36,27-3012.00,Public Address System and Other Announcers,2019
36,29-1069.10,Radiologists Bright Outlook,2019
36,49-9097.00,Signal and Track Switch Repairers,2019
36,43-3071.00,Tellers,2019
35,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",2019
35,17-2021.00,Agricultural Engineers,2019
35,13-1199.04,Business Continuity Planners Bright Outlook,2019
35,15-1199.07,Data Warehousing Specialists,2019
35,11-9039.01,Distance Learning Coordinators Bright Outlook,2019
35,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers Green Occupation",2019
35,17-3029.05,Industrial Engineering Technologists Green Occupation,2019
35,19-2032.00,Materials Scientists Green Occupation,2019
35,17-2199.09,Nanosystems Engineers Green Occupation,2019
35,53-7064.00,"Packers and Packagers, Hand Bright Outlook",2019
35,31-9097.00,Phlebotomists Bright Outlook,2019
35,33-3021.02,Police Identification and Records Officers,2019
35,43-9081.00,Proofreaders and Copy Markers,2019
35,29-1126.00,Respiratory Therapists Bright Outlook,2019
35,21-1011.00,Substance Abuse and Behavioral Disorder Counselors Bright Outlook,2019
34,45-2011.00,Agricultural Inspectors Green Occupation,2019
34,29-1061.00,Anesthesiologists Bright Outlook,2019
34,17-3027.01,Automotive Engineering Technicians Green Occupation,2019
34,19-1021.00,Biochemists and Biophysicists Bright Outlook,2019
34,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks Bright Outlook",2019
34,35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food Bright Outlook",2019
34,43-5021.00,Couriers and Messengers Bright Outlook,2019
34,51-9031.00,"Cutters and Trimmers, Hand",2019
34,53-3031.00,Driver/Sales Workers,2019
34,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",2019
34,41-3099.01,Energy Brokers Bright Outlook Green Occupation,2019
34,13-1041.03,Equal Opportunity Representatives and Officers,2019
34,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers Bright Outlook",2019
34,33-2011.02,Forest Firefighters,2019
34,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2019
34,13-1161.00,Market Research Analysts and Marketing Specialists Bright Outlook,2019
34,21-1013.00,Marriage and Family Therapists Bright Outlook,2019
34,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",2019
34,43-5031.00,"Police, Fire, and Ambulance Dispatchers",2019
34,27-4013.00,Radio Operators,2019
34,21-1015.00,Rehabilitation Counselors Bright Outlook,2019
34,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2019
33,25-9011.00,Audio-Visual and Multimedia Collections Specialists,2019
33,15-1199.08,Business Intelligence Analysts,2019
33,23-2091.00,Court Reporters,2019
33,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers Bright Outlook,2019
33,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers Bright Outlook,2019
33,19-4093.00,Forest and Conservation Technicians Green Occupation,2019
33,33-9031.00,Gaming Surveillance Officers and Gaming Investigators,2019
33,45-2041.00,"Graders and Sorters, Agricultural Products",2019
33,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers Green Occupation",2019
33,25-1082.00,"Library Science Teachers, Postsecondary",2019
33,53-7033.00,"Loading Machine Operators, Underground Mining",2019
33,11-9199.08,Loss Prevention Managers,2019
33,53-7111.00,Mine Shuttle Car Operators,2019
33,17-3029.01,Non-Destructive Testing Specialists,2019
33,19-4051.01,Nuclear Equipment Operation Technicians Green Occupation,2019
33,21-1092.00,Probation Officers and Correctional Treatment Specialists,2019
33,47-5071.00,"Roustabouts, Oil and Gas Bright Outlook",2019
33,47-2211.00,Sheet Metal Workers Green Occupation,2019
33,51-9195.03,"Stone Cutters and Carvers, Manufacturing",2019
33,25-1194.00,"Vocational Education Teachers, Postsecondary",2019
33,43-9022.00,Word Processors and Typists,2019
32,39-3091.00,Amusement and Recreation Attendants,2019
32,53-3021.00,"Bus Drivers, Transit and Intercity Green Occupation",2019
32,43-5011.00,Cargo and Freight Agents Bright Outlook,2019
32,53-2012.00,Commercial Pilots,2019
32,15-1152.00,Computer Network Support Specialists,2019
32,15-1131.00,Computer Programmers,2019
32,35-2015.00,"Cooks, Short Order",2019
32,13-1051.00,Cost Estimators Bright Outlook,2019
32,51-2023.00,Electromechanical Equipment Assemblers,2019
32,51-9194.00,Etchers and Engravers,2019
32,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2019
32,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers Bright Outlook,2019
32,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,2019
32,39-3011.00,Gaming Dealers,2019
32,11-1021.00,General and Operations Managers Bright Outlook Green Occupation,2019
32,47-4051.00,Highway Maintenance Workers,2019
32,15-1199.09,Information Technology Project Managers,2019
32,43-4121.00,"Library Assistants, Clerical",2019
32,19-1029.02,Molecular and Cellular Biologists,2019
32,17-2199.07,Photonics Engineers Green Occupation,2019
32,29-1024.00,Prosthodontists Bright Outlook,2019
32,29-2054.00,Respiratory Therapy Technicians,2019
32,11-2022.00,Sales Managers,2019
32,13-1199.02,Security Management Specialists Bright Outlook,2019
32,15-2041.00,Statisticians Bright Outlook,2019
32,43-5081.01,"Stock Clerks, Sales Floor Bright Outlook",2019
31,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians Bright Outlook",2019
31,11-9013.03,Aquacultural Managers,2019
31,17-3011.02,Civil Drafters,2019
31,17-2051.00,Civil Engineers Bright Outlook Green Occupation,2019
31,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",2019
31,33-3021.03,Criminal Investigators and Special Agents,2019
31,29-1141.03,Critical Care Nurses Bright Outlook,2019
31,11-9161.00,Emergency Management Directors,2019
31,45-1011.06,First-Line Supervisors of Aquacultural Workers,2019
31,51-4041.00,Machinists Green Occupation,2019
31,13-1111.00,Management Analysts Bright Outlook,2019
31,17-2121.01,Marine Engineers Bright Outlook,2019
31,11-9121.00,Natural Sciences Managers Bright Outlook Green Occupation,2019
31,29-9012.00,Occupational Health and Safety Technicians Bright Outlook Green Occupation,2019
31,51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",2019
31,19-4099.01,Quality Control Analysts Bright Outlook,2019
31,11-3051.01,Quality Control Systems Managers,2019
31,41-9022.00,Real Estate Sales Agents,2019
31,53-1021.01,Recycling Coordinators Green Occupation,2019
31,39-9041.00,Residential Advisors Bright Outlook,2019
31,11-9151.00,Social and Community Service Managers Bright Outlook,2019
31,21-1093.00,Social and Human Service Assistants Bright Outlook,2019
31,41-4011.07,Solar Sales Representatives and Assessors Green Occupation,2019
31,51-4111.00,Tool and Die Makers,2019
31,29-1069.12,Urologists Bright Outlook,2019
31,11-9121.02,Water Resource Specialists Bright Outlook Green Occupation,2019
31,17-2081.01,Water/Wastewater Engineers Green Occupation,2019
30,19-4011.01,Agricultural Technicians Green Occupation,2019
30,53-2022.00,Airfield Operations Specialists,2019
30,21-1021.00,"Child, Family, and School Social Workers Bright Outlook",2019
30,53-7061.00,Cleaners of Vehicles and Equipment Bright Outlook,2019
30,21-1094.00,Community Health Workers Bright Outlook,2019
30,47-2061.00,Construction Laborers Bright Outlook Green Occupation,2019
30,35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop Bright Outlook",2019
30,29-1069.02,Dermatologists Bright Outlook,2019
30,17-3024.00,Electro-Mechanical Technicians Green Occupation,2019
30,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",2019
30,51-6092.00,Fabric and Apparel Patternmakers,2019
30,13-1074.00,Farm Labor Contractors,2019
30,39-4021.00,Funeral Attendants,2019
30,13-1041.04,Government Property Inspectors and Investigators,2019
30,25-1071.00,"Health Specialties Teachers, Postsecondary Bright Outlook",2019
30,17-3026.00,Industrial Engineering Technicians Green Occupation,2019
30,11-3051.00,Industrial Production Managers Green Occupation,2019
30,17-1012.00,Landscape Architects Green Occupation,2019
30,17-2141.00,Mechanical Engineers Green Occupation,2019
30,17-2161.00,Nuclear Engineers Green Occupation,2019
30,29-2081.00,"Opticians, Dispensing Bright Outlook",2019
30,31-2022.00,Physical Therapist Aides Bright Outlook,2019
30,29-1081.00,Podiatrists Bright Outlook,2019
30,33-3021.01,Police Detectives,2019
30,53-4031.00,Railroad Conductors and Yardmasters Green Occupation,2019
30,19-4099.03,Remote Sensing Technicians Bright Outlook Green Occupation,2019
30,33-9099.02,Retail Loss Prevention Specialists,2019
30,53-5031.00,Ship Engineers,2019
30,15-1133.00,"Software Developers, Systems Software Bright Outlook Green Occupation",2019
30,27-2012.05,Technical Directors/Managers Bright Outlook,2019
30,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",2019
30,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2019
29,11-3011.00,Administrative Services Managers Bright Outlook,2019
29,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers Green Occupation",2019
29,29-1069.01,Allergists and Immunologists Bright Outlook,2019
29,17-2141.02,Automotive Engineers Green Occupation,2019
29,27-3021.00,Broadcast News Analysts,2019
29,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",2019
29,29-1031.00,Dietitians and Nutritionists Bright Outlook,2019
29,35-9021.00,Dishwashers,2019
29,17-3023.01,Electronics Engineering Technicians Green Occupation,2019
29,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,2019
29,19-4011.02,Food Science Technicians,2019
29,53-6051.08,Freight and Cargo Inspectors,2019
29,25-9031.01,Instructional Designers and Technologists Bright Outlook,2019
29,45-4022.00,Logging Equipment Operators,2019
29,17-2131.00,Materials Engineers,2019
29,27-1014.00,Multimedia Artists and Animators,2019
29,29-2099.01,Neurodiagnostic Technologists Bright Outlook,2019
29,47-2161.00,Plasterers and Stucco Masons,2019
29,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators Green Occupation,2019
29,41-2031.00,Retail Salespersons Bright Outlook,2019
29,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products Green Occupation",2019
29,51-2092.00,Team Assemblers Bright Outlook Green Occupation,2019
29,51-4194.00,"Tool Grinders, Filers, and Sharpeners",2019
29,19-3051.00,Urban and Regional Planners Bright Outlook Green Occupation,2019
28,27-1011.00,Art Directors,2019
28,39-5011.00,Barbers Bright Outlook,2019
28,43-3021.02,"Billing, Cost, and Rate Clerks Bright Outlook",2019
28,51-7011.00,Cabinetmakers and Bench Carpenters,2019
28,29-1141.04,Clinical Nurse Specialists Bright Outlook,2019
28,35-2011.00,"Cooks, Fast Food",2019
28,53-7021.00,Crane and Tower Operators,2019
28,29-2051.00,Dietetic Technicians,2019
28,11-9031.00,"Education Administrators, Preschool and Childcare Center/Program Bright Outlook",2019
28,17-2072.00,"Electronics Engineers, Except Computer Green Occupation",2019
28,17-2081.00,Environmental Engineers Green Occupation,2019
